model,source_lib,target_lib,train_samples,val_samples,test_samples,train_pos_count,train_neg_count,pos_weight,best_epoch,best_val_bal_acc,precision,recall,tnr,f1,bal_acc,fp,fn,tp,tn
raw_sage,ASAP7,NANGATE15,2814,186,3000,110,2704,24.581818181818182,1,0.5,0.2731829573934837,0.7676056338028169,0.8985304408677397,0.40295748613678367,0.8330680373352783,290,33,109,2568
